Locality,Locality_details,YYYY,MM,DD,DNA_extract,lat,lon,H6_str,HUC_8,HUC_10,HU_10_NAME,HU_8_Name,img_url,geometry
NA,NA,2016,NA,NA,NA,39.95457118,-121.0893255,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0893255, 39.95457118)"
NA,NA,2016,NA,NA,NA,39.94768023,-121.0175081,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0175081, 39.94768023)"
NA,NA,2016,NA,NA,NA,39.96070889,-121.0894824,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0894824, 39.96070889)"
NA,NA,2016,NA,NA,NA,39.96737825,-121.0852807,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0852807, 39.96737825)"
NA,NA,2016,NA,NA,NA,39.97710924,-121.0913676,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0913676, 39.97710924)"
NA,NA,2016,NA,NA,NA,39.97572026,-121.0885373,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0885373, 39.97572026)"
NA,NA,2016,NA,NA,NA,39.96777485,-121.085293,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.085293, 39.96777485)"
NA,NA,2016,NA,NA,NA,39.97602758,-121.088599,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.088599, 39.97602758)"
NA,NA,2016,NA,NA,NA,39.97637189,-121.0903576,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0903576, 39.97637189)"
NA,NA,2016,NA,NA,NA,39.97650329,-121.0901315,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0901315, 39.97650329)"
NA,NA,2016,NA,NA,NA,39.9760692,-121.0889375,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0889375, 39.9760692)"
NA,NA,2016,NA,NA,NA,39.97491547,-121.0878104,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0878104, 39.97491547)"
NA,NA,2016,NA,NA,NA,39.97297801,-121.0872321,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0872321, 39.97297801)"
NA,NA,2016,NA,NA,NA,39.97255018,-121.085874,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.085874, 39.97255018)"
NA,NA,2016,NA,NA,NA,39.97252317,-121.0858748,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0858748, 39.97252317)"
NA,NA,2016,NA,NA,NA,39.97083407,-121.0845168,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0845168, 39.97083407)"
NA,NA,2016,NA,NA,NA,39.96061999,-121.0895551,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0895551, 39.96061999)"
NA,NA,2016,NA,NA,NA,39.9609046,-121.0904252,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0904252, 39.9609046)"
NA,NA,2016,NA,NA,NA,39.96093297,-121.0905064,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0905064, 39.96093297)"
NA,NA,2016,NA,NA,NA,39.96104045,-121.0904683,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0904683, 39.96104045)"
NA,NA,2016,NA,NA,NA,39.96141152,-121.0976931,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0976931, 39.96141152)"
NA,NA,2016,NA,NA,NA,39.93732788,-121.0904138,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0904138, 39.93732788)"
NA,NA,2016,NA,NA,NA,39.93732504,-121.0907884,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0907884, 39.93732504)"
NA,NA,2016,NA,NA,NA,39.93730588,-121.0907187,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0907187, 39.93730588)"
NA,NA,2016,NA,NA,NA,39.94491345,-121.0169208,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0169208, 39.94491345)"
NA,NA,2016,NA,NA,NA,39.96684809,-121.0864546,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0864546, 39.96684809)"
NA,NA,2016,NA,NA,NA,39.96718591,-121.0867262,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0867262, 39.96718591)"
NA,NA,2016,NA,NA,NA,39.96726792,-121.0867824,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0867824, 39.96726792)"
NA,NA,2016,NA,NA,NA,39.96868858,-121.0882532,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0882532, 39.96868858)"
NA,NA,2016,NA,NA,NA,39.97064966,-121.0929993,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0929993, 39.97064966)"
NA,NA,2016,NA,NA,NA,39.97183304,-121.0942895,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0942895, 39.97183304)"
NA,NA,2016,NA,NA,NA,39.96980216,-121.0885852,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0885852, 39.96980216)"
NA,NA,2016,NA,NA,NA,39.96944788,-121.0884077,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0884077, 39.96944788)"
NA,NA,2016,NA,NA,NA,39.96140755,-121.0925186,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925186, 39.96140755)"
NA,NA,2016,NA,NA,NA,39.97084577,-121.0843167,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0843167, 39.97084577)"
NA,NA,2016,NA,NA,NA,39.97617478,-121.0886667,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886667, 39.97617478)"
NA,NA,2016,NA,NA,NA,39.97597477,-121.0886467,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886467, 39.97597477)"
NA,NA,2016,NA,NA,NA,39.97582477,-121.0885567,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0885567, 39.97582477)"
NA,NA,2016,NA,NA,NA,39.97573477,-121.0885767,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0885767, 39.97573477)"
NA,NA,2016,NA,NA,NA,39.97555477,-121.0884567,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0884567, 39.97555477)"
NA,NA,2016,NA,NA,NA,39.97505477,-121.0877667,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0877667, 39.97505477)"
NA,NA,2016,NA,NA,NA,39.97021677,-121.0848077,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0848077, 39.97021677)"
NA,NA,2016,NA,NA,NA,39.97675478,-121.0890367,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0890367, 39.97675478)"
NA,NA,2016,NA,NA,NA,39.97628478,-121.0886767,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886767, 39.97628478)"
NA,NA,2016,NA,NA,NA,39.97623477,-121.0886267,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886267, 39.97623477)"
NA,NA,2016,NA,NA,NA,39.97090677,-121.0844917,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0844917, 39.97090677)"
NA,NA,2016,NA,NA,NA,39.97608477,-121.0885967,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0885967, 39.97608477)"
NA,NA,2016,NA,NA,NA,39.97603477,-121.0886567,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886567, 39.97603477)"
NA,NA,2016,NA,NA,NA,39.97593477,-121.0886067,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886067, 39.97593477)"
NA,NA,2016,NA,NA,NA,39.97522477,-121.0879367,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0879367, 39.97522477)"
NA,NA,2016,NA,NA,NA,39.97480478,-121.0877167,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0877167, 39.97480478)"
NA,NA,2016,NA,NA,NA,39.97471477,-121.0875767,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0875767, 39.97471477)"
NA,NA,2016,NA,NA,NA,39.97374477,-121.0873367,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0873367, 39.97374477)"
NA,NA,2016,NA,NA,NA,39.97923077,-121.0925717,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925717, 39.97923077)"
NA,NA,2016,NA,NA,NA,39.98038877,-121.0928437,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0928437, 39.98038877)"
NA,NA,2016,NA,NA,NA,39.98056978,-121.0928527,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0928527, 39.98056978)"
NA,NA,2016,NA,NA,NA,39.97332777,-121.0877647,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0877647, 39.97332777)"
NA,NA,2016,NA,NA,NA,39.98069477,-121.0928097,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0928097, 39.98069477)"
NA,NA,2016,NA,NA,NA,39.98073177,-121.0928157,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0928157, 39.98073177)"
NA,NA,2016,NA,NA,NA,39.98114478,-121.0926477,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0926477, 39.98114478)"
NA,NA,2016,NA,NA,NA,39.98115077,-121.0925997,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925997, 39.98115077)"
NA,NA,2016,NA,NA,NA,39.98119577,-121.0925797,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925797, 39.98119577)"
NA,NA,2016,NA,NA,NA,39.98115477,-121.0925987,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925987, 39.98115477)"
NA,NA,2016,NA,NA,NA,39.98115877,-121.0925477,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925477, 39.98115877)"
NA,NA,2016,NA,NA,NA,39.98200778,-121.0925867,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0925867, 39.98200778)"
NA,NA,2016,NA,NA,NA,39.98204977,-121.0926167,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0926167, 39.98204977)"
NA,NA,2016,NA,NA,NA,39.98093978,-121.0927297,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0927297, 39.98093978)"
NA,NA,2016,NA,NA,NA,39.97304477,-121.0869637,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0869637, 39.97304477)"
NA,NA,2016,NA,NA,NA,39.98093677,-121.0927027,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0927027, 39.98093677)"
NA,NA,2016,NA,NA,NA,39.98058377,-121.0928707,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0928707, 39.98058377)"
NA,NA,2016,NA,NA,NA,39.98783377,-121.1026487,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.1026487, 39.98783377)"
NA,NA,2016,NA,NA,NA,39.98788877,-121.1025207,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.1025207, 39.98788877)"
NA,NA,2016,NA,NA,NA,39.98715477,-121.1022977,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.1022977, 39.98715477)"
NA,NA,2016,NA,NA,NA,39.97228877,-121.0857517,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0857517, 39.97228877)"
NA,NA,2016,NA,NA,NA,39.97196878,-121.0855137,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0855137, 39.97196878)"
NA,NA,2016,NA,NA,NA,39.97184777,-121.0857027,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0857027, 39.97184777)"
NA,NA,2016,NA,NA,NA,39.97043878,-121.0845897,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0845897, 39.97043878)"
NA,NA,2016,NA,NA,NA,39.95460378,-121.0886507,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886507, 39.95460378)"
NA,NA,2016,NA,NA,NA,39.95458677,-121.0886177,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0886177, 39.95458677)"
NA,NA,2016,NA,NA,NA,39.95463877,-121.0889937,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0889937, 39.95463877)"
NA,NA,2016,NA,NA,NA,39.95456777,-121.0892767,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0892767, 39.95456777)"
NA,NA,2016,NA,NA,NA,39.95459878,-121.0893057,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0893057, 39.95459878)"
NA,NA,2016,NA,NA,NA,39.95460577,-121.0893427,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0893427, 39.95460577)"
NA,NA,2016,NA,NA,NA,39.95933878,-121.1568367,180201,18020122,1802012209,NA,East Branch North Fork Feather,NA,"c(-121.1568367, 39.95933878)"
NA,NA,2016,NA,NA,NA,39.63556779,-121.0394468,180201,18020125,1802012504,NA,Upper Yuba,NA,"c(-121.0394468, 39.63556779)"
NA,NA,2016,NA,NA,NA,39.6362248,-121.0393068,180201,18020125,1802012504,NA,Upper Yuba,NA,"c(-121.0393068, 39.6362248)"
NA,NA,2016,NA,NA,NA,39.69367478,-120.9189858,180201,18020125,1802012504,NA,Upper Yuba,NA,"c(-120.9189858, 39.69367478)"
NA,NA,2016,NA,NA,NA,39.69574378,-120.9195198,180201,18020125,1802012504,NA,Upper Yuba,NA,"c(-120.9195198, 39.69574378)"
NA,NA,2016,NA,NA,NA,39.94449477,-121.0220767,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0220767, 39.94449477)"
NA,NA,2016,NA,NA,NA,39.94038478,-121.1417967,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.1417967, 39.94038478)"
NA,NA,2016,NA,NA,NA,39.94033478,-121.1498867,180201,18020121,1802012106,NA,North Fork Feather,NA,"c(-121.1498867, 39.94033478)"
NA,NA,2016,NA,NA,NA,39.93754378,-121.0751887,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0751887, 39.93754378)"
NA,NA,2016,NA,NA,NA,39.93855877,-121.0740177,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0740177, 39.93855877)"
NA,NA,2016,NA,NA,NA,39.69212078,-120.9399548,180201,18020125,1802012504,NA,Upper Yuba,NA,"c(-120.9399548, 39.69212078)"
NA,NA,2016,NA,NA,NA,39.95029477,-121.0403767,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0403767, 39.95029477)"
NA,NA,2016,NA,NA,NA,39.96134278,-121.0821337,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0821337, 39.96134278)"
NA,NA,2016,NA,NA,NA,39.96234777,-121.0824347,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0824347, 39.96234777)"
NA,NA,2016,NA,NA,NA,39.95004577,-121.0411967,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0411967, 39.95004577)"
NA,NA,2016,NA,NA,NA,39.95019477,-121.0397667,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0397667, 39.95019477)"
NA,NA,2016,NA,NA,NA,39.94824077,-121.0239887,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0239887, 39.94824077)"
NA,NA,2016,NA,NA,NA,39.96721477,-121.0868367,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0868367, 39.96721477)"
NA,NA,2016,NA,NA,NA,39.94998277,-121.0320277,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0320277, 39.94998277)"
NA,NA,2016,NA,NA,NA,39.96722378,-121.0870167,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0870167, 39.96722378)"
NA,NA,2016,NA,NA,NA,39.94923777,-121.0257987,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0257987, 39.94923777)"
NA,NA,2016,NA,NA,NA,39.94848677,-121.0228037,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0228037, 39.94848677)"
NA,NA,2016,NA,NA,NA,39.94750077,-121.0215807,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0215807, 39.94750077)"
NA,NA,2016,NA,NA,NA,39.96071877,-121.0822427,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0822427, 39.96071877)"
NA,NA,2015,NA,NA,NA,39.86413519,-120.9900224,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9900224, 39.86413519)"
NA,NA,2015,NA,NA,NA,39.86700354,-120.9808897,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9808897, 39.86700354)"
NA,NA,2015,NA,NA,NA,39.87879646,-121.0037898,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0037898, 39.87879646)"
NA,NA,2015,NA,NA,NA,39.8661885,-120.9821996,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9821996, 39.8661885)"
NA,NA,2015,NA,NA,NA,39.86410751,-120.9879072,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9879072, 39.86410751)"
NA,NA,2015,NA,NA,NA,39.87874062,-121.0036862,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0036862, 39.87874062)"
NA,NA,2015,NA,NA,NA,39.8669051,-120.9809277,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9809277, 39.8669051)"
NA,NA,2015,NA,NA,NA,39.8782207,-120.9996555,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9996555, 39.8782207)"
NA,NA,2015,NA,NA,NA,39.87874802,-121.0035924,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0035924, 39.87874802)"
NA,NA,2015,NA,NA,NA,39.87873348,-121.0043178,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0043178, 39.87873348)"
NA,NA,2015,NA,NA,NA,39.87816768,-120.9997155,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9997155, 39.87816768)"
NA,NA,2015,NA,NA,NA,39.8196621,-120.9721705,180201,18020123,1802012305,NA,Middle Fork Feather,NA,"c(-120.9721705, 39.8196621)"
NA,NA,2015,NA,NA,NA,39.81981364,-120.9741405,180201,18020123,1802012305,NA,Middle Fork Feather,NA,"c(-120.9741405, 39.81981364)"
NA,NA,2015,NA,NA,NA,39.81978925,-120.970169,180201,18020123,1802012305,NA,Middle Fork Feather,NA,"c(-120.970169, 39.81978925)"
NA,NA,2015,NA,NA,NA,39.81985846,-120.9741275,180201,18020123,1802012305,NA,Middle Fork Feather,NA,"c(-120.9741275, 39.81985846)"
NA,NA,2016,NA,NA,NA,39.87876301,-121.0034166,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0034166, 39.87876301)"
NA,NA,2016,NA,NA,NA,39.87877448,-121.0040828,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0040828, 39.87877448)"
NA,NA,2016,NA,NA,NA,39.87873942,-121.0036161,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0036161, 39.87873942)"
NA,NA,2016,NA,NA,NA,39.87869787,-121.0043423,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0043423, 39.87869787)"
NA,NA,2016,NA,NA,NA,39.88030247,-121.0023078,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0023078, 39.88030247)"
NA,NA,2016,NA,NA,NA,39.88116524,-121.0000961,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0000961, 39.88116524)"
NA,NA,2016,NA,NA,NA,39.87901344,-121.0069758,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0069758, 39.87901344)"
NA,NA,2016,NA,NA,NA,39.8789379,-121.0057268,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0057268, 39.8789379)"
NA,NA,2016,NA,NA,NA,39.88064136,-121.0015847,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0015847, 39.88064136)"
NA,NA,2016,NA,NA,NA,39.87868514,-121.0030798,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0030798, 39.87868514)"
NA,NA,2016,NA,NA,NA,39.87877498,-121.0030655,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0030655, 39.87877498)"
NA,NA,2016,NA,NA,NA,39.87801118,-120.9995212,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-120.9995212, 39.87801118)"
NA,NA,2016,NA,NA,NA,39.87856144,-121.0047906,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0047906, 39.87856144)"
NA,NA,2016,NA,NA,NA,39.87902184,-121.0069405,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0069405, 39.87902184)"
NA,NA,2016,NA,NA,NA,39.8786877,-121.0074179,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0074179, 39.8786877)"
NA,NA,2016,NA,NA,NA,39.87874128,-121.0042475,180201,18020122,1802012208,NA,East Branch North Fork Feather,NA,"c(-121.0042475, 39.87874128)"
NA,NA,2015,NA,NA,NA,40.20103033,-120.6457622,180201,18020122,1802012203,NA,East Branch North Fork Feather,NA,"c(-120.6457622, 40.20103033)"
NA,NA,2015,NA,NA,NA,40.2605875,-120.6003805,180201,18020122,1802012203,NA,East Branch North Fork Feather,NA,"c(-120.6003805, 40.2605875)"
NA,NA,2015,NA,NA,NA,40.20110225,-120.6466408,180201,18020122,1802012203,NA,East Branch North Fork Feather,NA,"c(-120.6466408, 40.20110225)"
NA,NA,2015,NA,NA,NA,40.20107438,-120.6457137,180201,18020122,1802012203,NA,East Branch North Fork Feather,NA,"c(-120.6457137, 40.20107438)"
NA,NA,2015,NA,NA,NA,40.20103112,-120.6462438,180201,18020122,1802012203,NA,East Branch North Fork Feather,NA,"c(-120.6462438, 40.20103112)"
NA,NA,2015,NA,NA,NA,40.20150807,-120.644007,180201,18020122,1802012203,NA,East Branch North Fork Feather,NA,"c(-120.644007, 40.20150807)"
NA,NA,2015,NA,NA,NA,39.79841639,-121.5188744,180201,18020121,1802012107,NA,North Fork Feather,NA,"c(-121.5188744, 39.79841639)"
NA,NA,2015,NA,NA,NA,39.79785568,-121.517298,180201,18020121,1802012107,NA,North Fork Feather,NA,"c(-121.517298, 39.79785568)"
NA,NA,2015,NA,NA,NA,39.84477853,-121.1831602,180201,18020123,1802012307,NA,Middle Fork Feather,NA,"c(-121.1831602, 39.84477853)"
NA,NA,2015,NA,NA,NA,39.84946274,-121.1785857,180201,18020123,1802012307,NA,Middle Fork Feather,NA,"c(-121.1785857, 39.84946274)"
NA,NA,2015,NA,NA,NA,39.84987433,-121.1790938,180201,18020123,1802012307,NA,Middle Fork Feather,NA,"c(-121.1790938, 39.84987433)"
NA,NA,2015,NA,NA,NA,39.85116029,-121.1818722,180201,18020123,1802012307,NA,Middle Fork Feather,NA,"c(-121.1818722, 39.85116029)"
NA,NA,2015,NA,NA,NA,39.84921963,-121.1828444,180201,18020123,1802012307,NA,Middle Fork Feather,NA,"c(-121.1828444, 39.84921963)"
NA,NA,2015,NA,NA,NA,39.84679464,-121.1754608,180201,18020123,1802012307,NA,Middle Fork Feather,NA,"c(-121.1754608, 39.84679464)"
NA,NA,2016,NA,NA,NA,39.76969364,-121.4586739,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4586739, 39.76969364)"
NA,NA,2016,NA,NA,NA,39.76699405,-121.4589209,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4589209, 39.76699405)"
NA,NA,2016,NA,NA,NA,39.75751662,-121.4623657,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4623657, 39.75751662)"
NA,NA,2016,NA,NA,NA,39.74547477,-121.4783895,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4783895, 39.74547477)"
NA,NA,2016,NA,NA,NA,39.80732439,-121.4369704,180201,18020121,1802012106,NA,North Fork Feather,NA,"c(-121.4369704, 39.80732439)"
NA,NA,2016,NA,NA,NA,39.74107012,-121.4736665,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4736665, 39.74107012)"
NA,NA,2016,NA,NA,NA,39.73988698,-121.4734475,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4734475, 39.73988698)"
NA,NA,2016,NA,NA,NA,39.73931555,-121.4731567,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4731567, 39.73931555)"
NA,NA,2016,NA,NA,NA,39.73821025,-121.472691,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.472691, 39.73821025)"
NA,NA,2016,NA,NA,NA,39.7376533,-121.4721314,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4721314, 39.7376533)"
NA,NA,2016,NA,NA,NA,39.73221352,-121.4675023,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4675023, 39.73221352)"
NA,NA,2016,NA,NA,NA,39.80116946,-121.4475989,180201,18020121,1802012108,NA,North Fork Feather,NA,"c(-121.4475989, 39.80116946)"